Banjo & Kazooie
Up Smash	10	-22
Down Smash	9	-31
Neutral Air	4	-2
Forward Air	14	-3
Back Air	6	-3
Up Air	5	-9
Down Air	13	0
Z Air	11	-3
Neutral B (Fire Arrow)	14	-16
Side B (Boomerang)	27	-8
Up B (Spin Attack)	9	-17
Up B, Air (Spin Attack, Air)	8	0
Down B (Bomb Pull)	0	0
Grab	12	0
Dash Grab	14	0
Pivot Grab	15	0
Pummel	1	0

zelda
Jab	4	-13
Rapid Jab	4	0
Rapid Jab Finisher	6	-32
Forward Tilt	12	-14
Up Tilt	7	-15
Down Tilt	5	-10
Dash Attack	6	-18
Forward Smash	16	-16
Up Smash	9	-25
Down Smash	5	-24
Neutral Air	6	-13
Forward Air	6	-8
Back Air	6	-8
Up Air	14	-6
Down Air	14	-6
Neutral B (Nayru's Love)	11	-25
Side B (Din's Fire)	44	-18
Up B (Farore's Wind)	6	-19
Down B (Phantom Slash)	26	-19
Grab	10	0
Dash Grab	13	0
Pivot Grab	14	0
Pummel	2	0

zero suit samus
Jab 1	1	-19
Jab 2	2	-20
Jab 3	3	-27
Forward Tilt	6	-15
Up Tilt	3	-36
Down Tilt	8	-13
Dash Attack	7	-36
Forward Smash	13	-30
Up Smash	10	-17
Down Smash	20	-15
Neutral Air	10	-2
Forward Air	6	-7
Back Air	8	-6
Up Air	6	-2
Down Air	14	-17
Z Air	9	-2
Neutral B (Paralyzer)	21	-20
Side B (Plasma Whip)	22	-15
Up B (Boost Kick)	4	0
Down B (Flip Jump)	0	0
Flip Jump, Kick	9	-36
Grab	15	0
Dash Grab	17	0
Pivot Grab	18	0
Pummel	1	0

